hash,source,title,summary,link,published,mentioned_tickers,fetched_at
858c019e8efdcddd92f0a9d16c98038a,economic_times_stocks,ICICI Pru AMC to Corona Remedies: GMPs suggest up to 63% returns for 15 IPO listings next week,"Grey market premiums indicate a wide dispersion in listing expectations, ranging from flat debuts to gains of over 60%.",https://economictimes.indiatimes.com/markets/stocks/news/icici-pru-amc-to-corona-remedies-gmps-suggest-up-to-63-returns-for-15-ipo-listings-next-week/slideshow/125944300.cms,"Sat, 13 Dec 2025 10:00:48 +0530",GENERAL,2025-12-14T23:25:38.284803
89766827b6987f0d2e58f8589dbcd509,economic_times_stocks,Fed's Hammack would prefer tighter policy given too high inflation,Cleveland Fed President Beth Hammack believes monetary policy should be tighter. She feels current interest rates are around neutral. Hammack would prefer a more restrictive stance to pressure inflation. She indicated this view ahead of a recent rate cut. Hammack will be a voting member of the FOMC next year.,https://economictimes.indiatimes.com/markets/stocks/news/feds-hammack-would-prefer-tighter-policy-given-too-high-inflation/articleshow/125944016.cms,"Sat, 13 Dec 2025 09:46:51 +0530",GENERAL,2025-12-14T23:25:38.284850
93cc4b1105311f36fd31dbe34cd93be9,economic_times_stocks,5 world market themes for the week ahead,"EU leaders are pushing for a deal to fund Ukraine using frozen Russian assets, a critical move amid the ongoing conflict. Meanwhile, the US releases key economic data, offering insights into the Federal Reserve's next steps. Central banks across Europe, Japan, Britain, Norway, and Sweden are concluding their year with crucial policy meetings, potentially impacting global markets.",https://economictimes.indiatimes.com/markets/stocks/news/5-world-market-themes-for-the-week-ahead/articleshow/125943963.cms,"Sat, 13 Dec 2025 09:40:23 +0530",GENERAL,2025-12-14T23:25:38.284901
4861306ca7556748edc0b54266ca5b1b,economic_times_stocks,Wall Street Week Ahead: Investors eager for delayed data to shed light on US economy,"Upcoming U.S. economic data, including employment and inflation reports, will offer crucial insights after a federal government shutdown. Investors and the Federal Reserve await this clarity to guide market direction and potential interest rate adjustments. Disappointing tech earnings and a divided Fed decision highlight current economic uncertainties.",https://economictimes.indiatimes.com/markets/stocks/news/wall-street-week-ahead-investors-eager-for-delayed-data-to-shed-light-on-us-economy/articleshow/125943906.cms,"Sat, 13 Dec 2025 09:35:04 +0530",GENERAL,2025-12-14T23:25:38.284955
f06cebeef75033b89a3a3f2b1cf099bc,economic_times_stocks,Two Fed dissenters cite inflation risk in votes against rate cut,"Federal Reserve officials are split on cutting interest rates. Some believe inflation remains too high, citing a lack of recent economic data. They argue for waiting until early next year for updated reports. Others are more concerned about job market weakness. The central bank's decision reflects this ongoing debate as they monitor inflation and employment figures.",https://economictimes.indiatimes.com/markets/stocks/news/two-fed-dissenters-cite-inflation-risk-in-votes-against-rate-cut/articleshow/125943849.cms,"Sat, 13 Dec 2025 09:28:23 +0530",GENERAL,2025-12-14T23:25:38.285010
eeaa23d2d5d3f3c29ae58ea56b7ed770,economic_times_stocks,Oracle-Broadcom one-two punch hits AI trade,"Recent updates from Oracle and Broadcom have sparked worries about high valuations and debt in AI stocks. Investors are becoming more selective. Despite these concerns, the overall market strength provides reasons for optimism. Short sellers are not aggressively betting against major AI companies. The AI trade remains intact for many, though performance may moderate.",https://economictimes.indiatimes.com/markets/stocks/news/oracle-broadcom-one-two-punch-hits-ai-trade/articleshow/125943790.cms,"Sat, 13 Dec 2025 09:23:09 +0530",GENERAL,2025-12-14T23:25:38.285061
fdd075042840e8aa6916ecaf6760cadd,economic_times_stocks,Wall Street ends lower; fears of AI bubble and inflation send investors away,"Technology stocks led a broad market decline on Friday, with the S&amp;P 500 and Nasdaq falling over 1%. Concerns over an AI bubble, fueled by Broadcom and Oracle's warnings, coupled with rising Treasury yields, pressured investors. Anticipation of key labor and inflation data also contributed to market caution.",https://economictimes.indiatimes.com/markets/stocks/news/wall-street-ends-lower-fears-of-ai-bubble-and-inflation-send-investors-away/articleshow/125943209.cms,"Sat, 13 Dec 2025 07:56:47 +0530",UPL,2025-12-14T23:25:38.285111
03f64d22b170cb24de8be687829596e8,economic_times_stocks,"Nifty could reach 30,000 levels by 2026; Bajaj Finserv, IOC, LTIMindtree among top picks: ICICI Direct","ICICI Direct forecasts the Nifty reaching 30,000 by 2026.  The brokerage suggests investing in Bajaj Finserv, Indian Oil Corporation, LTIMindtree, Pidilite Industries, SRF, Can Fin Homes, and Jamna Auto Industries.  BFSI and Consumption sectors are expected to lead growth.  The Bank Nifty is also projected for significant gains.  Current market breadth indicates a potential for broad-based opportunities next year.",https://economictimes.indiatimes.com/markets/stocks/news/nifty-could-reach-30000-levels-by-2026-bajaj-finserv-ioc-ltimindtree-among-top-picks-icici-direct/articleshow/125943117.cms,"Sat, 13 Dec 2025 07:50:20 +0530","LT,LTIM",2025-12-14T23:25:38.285172
d2435e18c3f829bdac6237614c6ab8e2,economic_times_stocks,"Fed cut boosts D-Street even as rupee, trade worries persist","Indian stock markets saw a modest rise on Friday. The Nifty and Sensex closed higher, gaining about half a per cent. This uptick followed a US interest rate cut. However, uncertainty surrounding a US-India trade deal and a weaker rupee limited further gains. Investors are awaiting clarity on trade tariffs.",https://economictimes.indiatimes.com/markets/stocks/news/fed-cut-boosts-d-street-even-as-rupee-trade-worries-persist/articleshow/125943062.cms,"Sat, 13 Dec 2025 07:37:00 +0530",GENERAL,2025-12-14T23:25:38.285221
0c022cb02d92e87f0aea6f8617fb10fe,economic_times_stocks,Sebi mandates 2 new EDs to strengthen MIIs,"Sebi has enhanced governance at Market Infrastructure Institutions by mandating the appointment of two executive directors. One ED will manage critical operations, while the other will oversee regulatory functions, compliance, risk, and investor grievances. Both will join the governing board, with hiring to be done through open advertisements.",https://economictimes.indiatimes.com/markets/stocks/news/sebi-mandates-2-new-eds-to-strengthen-miis/articleshow/125943041.cms,"Sat, 13 Dec 2025 07:32:24 +0530",GENERAL,2025-12-14T23:25:38.285280
e99d92ff22025ddd5a11fd6a4c89bfba,economic_times_stocks,Tata Steel to boost capacity by 50% to maintain market lead,"Tata Steel plans a nearly 50% capacity expansion in India to defend market share and secure raw materials, with most capex expected from internal accruals. This strategic move aims to align new capacities with anticipated demand growth post-FY29, ensuring profitability and maintaining a healthy balance sheet.",https://economictimes.indiatimes.com/markets/stocks/news/tata-steel-to-boost-capacity-by-50-to-maintain-market-lead/articleshow/125942989.cms,"Sat, 13 Dec 2025 00:44:17 +0530",LT,2025-12-14T23:25:38.285331
441df25fdfa9911b144b819371daa407,economic_times_stocks,Usha Martin block deal: Promoter entity sells stake worth Rs 99 crore. Morgan Stanley among buyers,"Usha Martin's promoter, Peterhouse Investments India Limited, divested 23 lakh shares for Rs 99 crore in a block deal. Morgan Stanley and Bandhan Mutual Fund were among the buyers, acquiring shares at Rs 430 each. The transaction occurred as Usha Martin's stock closed higher at Rs 440.45.",https://economictimes.indiatimes.com/markets/stocks/news/usha-martin-block-deal-promoter-entity-sells-stake-worth-rs-99-crore-morgan-stanley-among-buyers/articleshow/125937228.cms,"Fri, 12 Dec 2025 22:35:14 +0530",GENERAL,2025-12-14T23:25:38.285380
14264abef4b2d9c54c876110ba701408,economic_times_stocks,Nasdaq submits new plan with more power to block IPOs vulnerable to manipulation,Nasdaq filed a new rule on Friday that would allow the exchange to block IPOs even when companies meet all listing standards if it detects red flags that could make a company's stock vulnerable to manipulation.,https://economictimes.indiatimes.com/markets/stocks/news/nasdaq-submits-new-plan-with-more-power-to-block-ipos-vulnerable-to-manipulation/articleshow/125936470.cms,"Fri, 12 Dec 2025 21:25:56 +0530",GENERAL,2025-12-14T23:25:38.285424
778eac4d12ec15b79cdd2b93d67105e9,economic_times_stocks,Cannabis stocks surge on report Trump seeks to ease restrictions,Shares of cannabis companies jumped on Friday after the Washington Post reported U.S. President Donald Trump is expected to push the government to dramatically loosen federal restrictions on marijuana.,https://economictimes.indiatimes.com/markets/stocks/news/cannabis-stocks-surge-on-report-trump-seeks-to-ease-restrictions/articleshow/125936236.cms,"Fri, 12 Dec 2025 20:59:10 +0530",GENERAL,2025-12-14T23:25:38.285464
fa54179d85e5b7e32c0c2e2eff4301ba,economic_times_stocks,Adani Green insider trading: Sebi ends case against Pranav Adani without any direction or penalty,"Sebi has dropped insider trading charges against Pranav Adani and two others, ruling their Adani Green trades occurred after news of the SB Energy acquisition became public, making the information no longer price sensitive.",https://economictimes.indiatimes.com/markets/stocks/news/adani-green-insider-trading-sebi-ends-case-against-pranav-adani-without-any-direction-or-penalty/articleshow/125936216.cms,"Fri, 12 Dec 2025 20:57:42 +0530",LT,2025-12-14T23:25:38.285509
ee239c18dcc0f00216005ec078eb441a,economic_times_stocks,LIC trimmed Adani Ports stake by 2% between 2022 and 2025. Check details,"LIC has reduced its stake in Adani Ports to 7.34% by selling nearly 3.9 crore shares since 2022, even as the stock outperforms benchmarks and posts strong quarterly revenue and profit growth.",https://economictimes.indiatimes.com/markets/stocks/news/lic-trimmed-adani-ports-stake-by-2-between-2022-and-2025-check-details/articleshow/125936050.cms,"Fri, 12 Dec 2025 20:39:29 +0530",GENERAL,2025-12-14T23:25:38.285550
3278d4f7cea8c3a75c71b7aafc9af0e4,economic_times_stocks,"S&amp;P 500, Nasdaq trade lower, Dow rises as Broadcom adds to AI bubble angst","The S&amp;P 500 and the Nasdaq opened lower on Friday as Broadcom's latest results added to concerns about an AI-fueled bubble, dampening optimism stoked by the Federal Reserve's less-hawkish-than-expected signals on 2026 rate cuts.",https://economictimes.indiatimes.com/markets/stocks/news/sp-500-nasdaq-open-lower-dow-rises-as-broadcom-adds-to-ai-bubble-angst/articleshow/125935718.cms,"Fri, 12 Dec 2025 20:06:43 +0530",LT,2025-12-14T23:25:38.285595
71d4f35b1d19a9265fe9e24aaf4302ac,economic_times_stocks,"Credit demand climbs to 11.5% as deposits lag, RBI data shows","Credit demand is increasing across India. Banks are lending more to retail and service sectors. Industrial credit is also firming up. Deposit growth is steady but slower than last year. This trend is expected to continue with a repo rate reduction. Higher disposable income and GST rationalisation are also boosting demand. Rural demand remains robust, and urban demand is recovering.",https://economictimes.indiatimes.com/markets/stocks/news/credit-demand-climbs-to-11-5-as-deposits-lag-rbi-data-shows/articleshow/125943201.cms,"Fri, 12 Dec 2025 20:04:54 +0530",GENERAL,2025-12-14T23:25:38.285651
0c7c3708a3ebef6676320ced760e9f55,economic_times_stocks,"US Fed dissenters flag need for more data, inflation risks",Two officials who voted against the Federal Reserve's decision to lower interest rates again this week cited a need for more economic data and too-hot inflation in explaining their decisions on Friday.,https://economictimes.indiatimes.com/markets/stocks/news/us-fed-dissenters-flag-need-for-more-data-inflation-risks/articleshow/125935578.cms,"Fri, 12 Dec 2025 19:55:57 +0530",GENERAL,2025-12-14T23:25:38.285691
69631f73f62f74b44cd5b3536f99014b,economic_times_stocks,"Market responds to fundamentals, says Vijay Kedia as his latest SME IPO pick doubles money","Vijay Kedia said Exato Technologies’ stellar SME debut proves stock prices ultimately follow business fundamentals, as the AI-led tech firm nearly doubled on listing after a record 947× subscription across investor categories and strong financial performance supporting its growth story.",https://economictimes.indiatimes.com/markets/stocks/news/market-responds-to-fundamentals-says-vijay-kedia-as-his-latest-sme-ipo-pick-doubles-money/articleshow/125935552.cms,"Fri, 12 Dec 2025 19:54:08 +0530","LT,LTIM",2025-12-14T23:25:38.285746
c272c1f84a997cfba9a67401088de5c2,economic_times_stocks,"Why Zerodha says no to credit cards and personal loans, according to Nithin Kamath","Nithin Kamath says Zerodha limits lending to loans against securities due to higher funding costs, tougher competition, and risks linked to unsecured credit. Lower-risk, collateral-backed loans align better with its philosophy and customer base, making them a natural extension of its broking business.",https://economictimes.indiatimes.com/markets/stocks/news/why-zerodha-says-no-to-credit-cards-and-personal-loans-according-to-nithin-kamath/articleshow/125934929.cms,"Fri, 12 Dec 2025 19:01:08 +0530",GENERAL,2025-12-14T23:25:38.285798
729db391b3e169eada9a37b4286ba435,economic_times_stocks,ESAF Small Finance Bank sells Rs 1700 cr bad loans to ARC for balance sheet clean-up,"ESAF Small Finance Bank is offloading Rs 1700 crore in bad loans to asset reconstruction firms to improve its financial health. This move targets technically written-off accounts, with the bank holding a substantial 94% provision. The bank has faced consecutive net losses due to asset quality concerns and elevated credit costs, prompting this significant balance sheet cleanup.",https://economictimes.indiatimes.com/markets/stocks/news/esaf-small-finance-bank-sells-rs-1700-cr-bad-loans-to-arc-for-balance-sheet-clean-up/articleshow/125943176.cms,"Fri, 12 Dec 2025 18:52:03 +0530",LT,2025-12-14T23:25:38.285855
2d5ca50898a16f5668ad37e63f5588e7,economic_times_stocks,"Stock Market Holidays 2026: Full list from NSE has 7 long weekends, along with a surprise","NSE has released the 2026 trading holiday calendar with 15 market holidays, weekend festival dates, and details on the Muhurat Trading session. The schedule helps investors plan expiries, liquidity strategies and portfolio actions as global brokerages project a recovery year for equities.",https://economictimes.indiatimes.com/markets/stocks/news/stock-market-holidays-2026-full-list-from-nse-has-7-long-weekends-along-with-a-surprise/articleshow/125934748.cms,"Fri, 12 Dec 2025 18:47:00 +0530",GENERAL,2025-12-14T23:25:38.285903
402ee656b9a54323851242c208e5920d,economic_times_stocks,"Despite repeated nudges, 62% of Zerodha users with holdings still don’t have a nominee: Nithin Kamath","Nithin Kamath says 62% of Zerodha users with holdings still lack nominees despite an online process, urging investors to notify nominees to prevent unclaimed assets as Sebi defers its nomination framework’s third phase.",https://economictimes.indiatimes.com/markets/stocks/news/despite-repeated-nudges-62-of-zerodha-users-with-holdings-still-dont-have-a-nominee-nithin-kamath/articleshow/125934549.cms,"Fri, 12 Dec 2025 18:36:23 +0530",GENERAL,2025-12-14T23:25:38.285957
9ae995f0e87e5e2b230602bd8cefa5e7,economic_times_stocks,Brookfield to invest $1 billion to develop Asia’s largest GCC in Mumbai’s Powai,"The project, to be completed by 2029, is expected to create over 30,000 jobs. It is being undertaken through an agreement between the Mumbai Metropolitan Region Development Authority (MMRDA) and a venture led by Brookfield along with its partner B.S. Sharma.",https://economictimes.indiatimes.com/markets/stocks/news/brookfield-to-invest-1-billion-to-develop-asias-largest-gcc-in-mumbais-powai/articleshow/125942940.cms,"Fri, 12 Dec 2025 17:48:37 +0530",GENERAL,2025-12-14T23:25:38.286010
05e42601f0a7d503f5ba7234fc420434,economic_times_stocks,"Gainers &amp; Losers: New India Assurance,  Hindustan Zinc among 7 stocks in focus on Friday","Indian markets rose for a second day on Friday, with New India Assurance, Hindustan Zinc, GMDC, JSW Energy, Swiggy, Refex Industries and HCC among the key stocks in focus.",https://economictimes.indiatimes.com/markets/stocks/news/gainers-amp-losers-new-india-assurance-hindustan-zinc-among-7-stocks-in-focus-on-friday/slideshow/125932635.cms,"Fri, 12 Dec 2025 16:39:46 +0530",GENERAL,2025-12-14T23:25:38.286050
8cafa954db683f712b85377d3b4f4f50,economic_times_stocks,Hindustan Zinc and 7 other stocks hit 52-week highs; gains up to 15% in a month,"A strong market session lifted the Sensex by 450 points, triggering 52-week highs in eight BSE 200 stocks. Companies across metals, autos, finance, and banking recorded notable monthly gains, signalling robust bullish momentum and potential near-term strength.",https://economictimes.indiatimes.com/markets/stocks/news/hindustan-zinc-and-7-other-stocks-hit-52-week-highs-gains-up-to-15-in-a-month/slideshow/125932487.cms,"Fri, 12 Dec 2025 16:30:44 +0530",GENERAL,2025-12-14T23:25:38.286098
dd1fc566e6fa0f56c8aa52e8ea5e46bb,economic_times_stocks,ICICI Prudential AMC IPO GMP Day 1 Live Updates: ICICI Pru AMC IPO booked 52% so far on Day 1; QIB portion leads charge,,https://economictimes.indiatimes.com/markets/stocks/live-blog/icici-prudential-amc-ipo-gmp-subscription-status-price-band-share-price-listing-date-expert-review-stock-market-news/liveblog/125924888.cms,"Fri, 12 Dec 2025 15:59:57 +0530",GENERAL,2025-12-14T23:25:38.286128
4cb6c1dc025c8bb7928c25c37c9fd783,economic_times_news,"Andhra tops fruit, fish output; posts steady growth: RBI report","Andhra Pradesh has achieved top national rankings in fruit and fish production, alongside robust economic growth with a GSDP nearing Rs 16 lakh crore. The state also shows improved per capita income and a life expectancy of 70 years, aligning with the national average. These achievements highlight significant economic and social progress.",https://economictimes.indiatimes.com/news/economy/indicators/andhra-tops-fruit-fish-output-posts-steady-growth-rbi-report/articleshow/125963501.cms,"Sun, 14 Dec 2025 22:06:40 +0530",GENERAL,2025-12-14T23:25:39.589131
e9d507b6b42d8025eeb816c2d8c7c21e,economic_times_news,"Nearly 50% of Indian family businesses earn $1-30 billion revenue, AI use at 53%: Deloitte","Indian family businesses are showing robust growth with many reporting significant annual revenues and double-digit revenue increases. These firms are actively adopting technology, including AI, to manage economic challenges. Expansion plans are underway across various regions. There is also a strong focus on sustainability and governance.",https://economictimes.indiatimes.com/news/economy/indicators/nearly-50-of-indian-family-businesses-post-1-30-billion-revenue-ai-use-at-53-deloitte/articleshow/125961280.cms,"Sun, 14 Dec 2025 17:52:50 +0530",GENERAL,2025-12-14T23:25:39.589196
f3cb3d8081d4150a1ac5d0c2799490d8,economic_times_news,India poised for next phase of multi-trillion-dollar wealth creation: MoSL,"India is entering a new era of economic growth. The nation's GDP is projected to quadruple by 2042, leading to substantial wealth creation. This expansion will boost consumption and investment across various sectors. Financial services, consumer goods, automobiles, and real estate are expected to see significant opportunities. Rising incomes will drive demand for lifestyle products and services.",https://economictimes.indiatimes.com/news/economy/finance/india-poised-for-next-phase-of-multi-trillion-dollar-wealth-creation-mosl/articleshow/125960642.cms,"Sun, 14 Dec 2025 16:29:58 +0530","LT,UPL",2025-12-14T23:25:39.589265
a6985d81ea1f6edf7fddf8d019169a65,economic_times_news,IFFCO's MD Patel eyes 10% growth in FY26 profit amid nano uptake woes,IFFCO Managing Director K J Patel anticipates a 10 percent net profit increase for FY26. The cooperative is focusing on boosting nano fertiliser adoption through extensive farmer training. IFFCO is also expanding its reach internationally with a new plant in Brazil.,https://economictimes.indiatimes.com/news/economy/agriculture/iffcos-md-patel-eyes-10-growth-in-fy26-profit-amid-nano-uptake-woes/articleshow/125959651.cms,"Sun, 14 Dec 2025 14:46:48 +0530",GENERAL,2025-12-14T23:25:39.589318
992a38ca200e82dbbf202743a4384a4f,economic_times_news,CII lays out investment roadmap for Budget 2026-27,India's economic future depends on strong investment. The Confederation of Indian Industry (CII) proposes the Union Budget 2026-27 boost public spending and private sector investment. CII suggests tax credits and easier compliance for businesses. They also recommend attracting foreign capital through an NRI Investment Promotion Fund. Simpler borrowing rules and a single-window system for foreign investments are also key.,https://economictimes.indiatimes.com/news/economy/policy/cii-lays-out-investment-roadmap-for-budget-2026-27/articleshow/125959237.cms,"Sun, 14 Dec 2025 13:43:37 +0530",GENERAL,2025-12-14T23:25:39.589382
72dc0407d9494bf99893c57e06f6b134,economic_times_news,India 'strong champion' of measures against offshore tax evasion: OECD official,"India is a strong champion of tax transparency, with its recent campaign leading to the disclosure of over Rs 29,000 crore in undisclosed foreign assets. A top OECD official highlighted India's commitment to global tax transparency and automatic exchange of information standards, noting significant outcomes from its NUDGE program.",https://economictimes.indiatimes.com/news/economy/finance/india-strong-champion-of-measures-against-offshore-tax-evasion-oecd-official/articleshow/125959033.cms,"Sun, 14 Dec 2025 13:18:33 +0530",GENERAL,2025-12-14T23:25:39.589441
12414f7adbf6f9d312e26149e50f2386,economic_times_news,Paddy procurement with 60 lakh quintals target to commence from Dec 15 in Jharkhand,"On December 15, Jharkhand will launch its paddy procurement season, aiming to acquire 60 lakh quintals at a rate of Rs 2,450 per quintal. In a show of support for local farmers, an additional bonus of Rs 81 per quintal will also be provided.",https://economictimes.indiatimes.com/news/economy/agriculture/paddy-procurement-with-60-lakh-quintals-target-to-commence-from-dec-15-in-jharkhand/articleshow/125958736.cms,"Sun, 14 Dec 2025 12:42:28 +0530",GENERAL,2025-12-14T23:25:39.589491
173b759dcd267c790a5fc5f925858afc,economic_times_news,"India, Georgia review bilateral relations at 8th Foreign Office Consultations","India and Georgia held their 8th Foreign Office Consultations in Tbilisi. Discussions focused on strengthening bilateral ties across political, economic, and cultural spheres. Both nations reviewed regional and global issues. This meeting aims to deepen the strategic relationship. Historical and cultural links between the two countries were also highlighted.",https://economictimes.indiatimes.com/news/economy/foreign-trade/india-georgia-review-bilateral-relations-at-8th-foreign-office-consultations/articleshow/125956548.cms,"Sun, 14 Dec 2025 06:40:46 +0530",LT,2025-12-14T23:25:39.589550
08b35cb3070c34748ead5cf5486ded39,economic_times_news,India–Mexico FTA talks begin amid looming tariff hikes,India and Mexico are discussing a free trade agreement. This comes as Mexico plans to impose new tariffs on imports from non-preferential partners like India. The terms of reference for the pact are expected soon. Both nations aim for mutually beneficial solutions. This move could strengthen bilateral trade ties and address concerns over rising duties.,https://economictimes.indiatimes.com/news/economy/foreign-trade/indiamexico-fta-talks-begin-amid-looming-tariff-hikes/articleshow/125952280.cms,"Sun, 14 Dec 2025 06:00:00 +0530",GENERAL,2025-12-14T23:25:39.589636
b6e139a93b913a5bc8c2368c8739db87,economic_times_news,CBDT flags bogus claims on political and charitable donations,"The Central Board of Direct Taxes has uncovered significant misuse of tax deductions for political and charitable donations. A campaign has begun, urging taxpayers to review and correct their income tax returns. The department is taking action against intermediaries involved in issuing bogus receipts. Taxpayers are encouraged to voluntarily update their returns to avoid penalties.",https://economictimes.indiatimes.com/news/economy/finance/cbdt-flags-bogus-claims-on-political-and-charitable-donations/articleshow/125952593.cms,"Sun, 14 Dec 2025 05:30:00 +0530",LT,2025-12-14T23:25:39.589717
82c11e78984994b21cd68eef935f5579,economic_times_news,Three US lawmakers introduce resolution to end India tariffs,Three US lawmakers have introduced a resolution in Congress. They aim to end tariffs imposed by the Trump administration on India. The lawmakers believe this tariff strategy is counterproductive. It weakens a critical partnership between the two nations. The resolution seeks to terminate the national emergency that authorized these tariffs.,https://economictimes.indiatimes.com/news/economy/foreign-trade/three-us-lawmakers-introduce-resolution-to-end-india-tariffs/articleshow/125952445.cms,"Sat, 13 Dec 2025 23:22:44 +0530",GENERAL,2025-12-14T23:25:39.589874
ce433af5b805a1571ba0d6614680b48d,economic_times_news,"Mexico hits with tariff hikes, India reserves the right to take appropriate measures","India is actively engaging with Mexico to find mutually beneficial solutions regarding Mexico's unilateral tariff hikes on certain products. While New Delhi seeks to protect its exporters' interests, both nations are also working towards finalizing terms for a free trade agreement to stabilize trade relations.",https://economictimes.indiatimes.com/news/economy/foreign-trade/india-engaged-with-mexico-over-unilateral-tariff-hike/articleshow/125947006.cms,"Sat, 13 Dec 2025 13:58:07 +0530",GENERAL,2025-12-14T23:25:39.590039
ce9338e202c75ae593fefaee55cefb0b,economic_times_news,Labour Codes can significantly boost women's workforce participation in India: Report,"New labour codes, effective November 2025, are poised to significantly boost women's workforce participation by enhancing safety, security, and accessibility. These reforms consolidate existing laws, strengthen maternity benefits, expand social security to gig workers, and allow women to work in previously restricted sectors, fostering greater economic independence and career advancement.",https://economictimes.indiatimes.com/news/economy/policy/labour-codes-can-significantly-boost-womens-workforce-participation-in-india-report/articleshow/125945838.cms,"Sat, 13 Dec 2025 12:20:55 +0530",GENERAL,2025-12-14T23:25:39.590114
bab31554d6979c2c19b20baa614de339,economic_times_news,Trump’s 'illegal' tariffs on India challenged as US lawmakers move to end emergency duties,"Trump India Tariffs: Democratic lawmakers have introduced a resolution to terminate the national emergency used by President Trump to impose steep tariffs on Indian imports. They argue these ""illegal tariffs"" abuse executive power, damage a key strategic partnership, and harm American workers and consumers. The move aims to restore Congress's constitutional authority over trade and curb the misuse of emergency powers.",https://economictimes.indiatimes.com/news/economy/foreign-trade/trumps-illegal-tariffs-on-india-challenged-as-us-lawmakers-move-to-end-emergency-duties/articleshow/125944034.cms,"Sat, 13 Dec 2025 09:48:42 +0530",GENERAL,2025-12-14T23:25:39.590204
1678910e06ae4758c26447fc608522fc,economic_times_news,GST reforms may reduce retail inflation by 35 basis points in 2025-26: SBI report,"Retail inflation in India has experienced a dip thanks to adjustments in GST rates, with SBI Research forecasting this positive trend ahead. However, a shift in inflation is anticipated around 2025-26. In the meantime, the Reserve Bank of India is expected to keep interest rates stable. Meanwhile, Kerala remains notable for its elevated inflation rates.",https://economictimes.indiatimes.com/news/economy/indicators/gst-reforms-may-reduce-retail-inflation-by-35-basis-points-in-2025-26-sbi-report/articleshow/125943977.cms,"Sat, 13 Dec 2025 09:42:04 +0530",GENERAL,2025-12-14T23:25:39.590266
e0e7133b5ef34e3fae46bb6617a30f43,economic_times_news,India-EU FTA nears completion: CTA Apparels calls it game-changer for apparel industry,"India's apparel sector anticipates a significant boost from the India-EU Free Trade Agreement. Negotiations are progressing positively, aiming to reduce import duties on Indian garments in the European Union. This move is projected to increase exports by 20-25% in the coming years. The agreement will foster stable investment and strengthen India's position in premium European markets.",https://economictimes.indiatimes.com/news/economy/foreign-trade/india-eu-fta-nears-completion-cta-apparels-calls-it-game-changer-for-apparel-industry/articleshow/125943167.cms,"Sat, 13 Dec 2025 07:51:54 +0530",GENERAL,2025-12-14T23:25:39.590328
b77b6cf617beae623d797e054e050df5,economic_times_news,Nuclear &amp; Insurance overhaul: Centre clears major reform Bills,"The Union Cabinet has given a green light to transformative policy adjustments. Notably, this includes an overhaul of atomic energy regulations and the full liberalization of the insurance sector for foreign investors.",https://economictimes.indiatimes.com/news/economy/policy/nuclear-insurance-overhaul-centre-clears-major-reform-bills/articleshow/125939562.cms,"Sat, 13 Dec 2025 06:00:00 +0530",GENERAL,2025-12-14T23:25:39.590375
28d4016e7b4430fe9115a4b92dbd339b,economic_times_news,CCEA clears 100% FDI in insurance,"The government has approved a new bill allowing 100 percent foreign investment in the insurance sector. This move aims to boost growth and improve insurance coverage across India. Companies must invest all premiums within the country. The bill also permits a single entity to offer life, general, and health insurance.",https://economictimes.indiatimes.com/news/economy/policy/ccea-clears-100-fdi-in-insurance/articleshow/125939797.cms,"Sat, 13 Dec 2025 00:57:53 +0530",LT,2025-12-14T23:25:39.590534
fa256f6f09bf8b820ee4b3f8c1fe92ba,economic_times_news,Nov retail inflation rises a tad to 0.7%,"Retail inflation saw a slight increase to 0.71% in November, up from October's 0.25%. This rise occurred as food deflation lessened. Price pressures remained subdued due to tax cuts and softer food prices. Inflation stayed below the central bank's target range for the fourth month. Food prices declined for the sixth consecutive month.",https://economictimes.indiatimes.com/news/economy/indicators/nov-retail-inflation-rises-a-tad-to-0-7/articleshow/125939614.cms,"Sat, 13 Dec 2025 00:41:54 +0530",GENERAL,2025-12-14T23:25:39.590614
a8ca96c79c22037dc9efbd530c931344,economic_times_news,"India, France near deal on tax treaty, to lower levy on dividends paid to French parent companies","India and France are nearing a revised tax treaty that will reduce dividend taxes for French parent companies holding over 10% stakes to 5%, while increasing it to 15% for minority shareholders. The agreement also proposes allowing India to tax share sales by any French entity, shifting to a source-based capital gains framework.",https://economictimes.indiatimes.com/news/economy/foreign-trade/india-france-near-deal-on-tax-treaty-to-lower-levy-on-dividends-paid-to-french-parent-companies/articleshow/125939434.cms,"Sat, 13 Dec 2025 00:28:41 +0530",GENERAL,2025-12-14T23:25:39.590684
f7db8f611cf04bc7257fc3f07078b497,economic_times_news,India urges China to resolve issues relating to export control,"A range of issues relating to bilateral ties were discussed during two-day visit to Beijing of Sujit Ghosh, the joint secretary in the East Asia division at the Ministry of External Affairs (MEA).",https://economictimes.indiatimes.com/news/economy/foreign-trade/india-urges-china-to-resolve-issues-relating-to-export-control/articleshow/125937012.cms,"Fri, 12 Dec 2025 22:14:44 +0530",GENERAL,2025-12-14T23:25:39.590739
